,src,question,prompt,response,id,target,participant,response_num,count,split
14217,snbmo09,What is a surprising use for a BRICK?,brick,step to reach things up high,snbmo09_brick-84f4,1.5,snbmo09106,12,,train
14218,motesf,What is a surprising use for a BALL?,ball,throwing it.,motesf_ball-df21,1.6,motesfcaf1,2,,train
14219,dod20,What is a surprising use for a ROPE?,rope,escaping,dod20_rope-c1b0,2.3,dod2043,1,,train
14220,snbmo09,What is a surprising use for a BOX?,box,as a costume - add some string and glue,snbmo09_box-0104,2.5,snbmo0918,2,,train
14221,setal08,What is a surprising use for a KNIFE?,knife,getting dirt out of under your nails,setal08_knife-baba,1.7,setal0819,1.0,,train
14222,hmsl,What is a surprising use for a BRICK?,brick,use as a metaphor for a house,hmsl_brick-5b2f,2.8,hmsl1y5hCDj2,5.0,,train
14223,snbmo09,What is a surprising use for a BOX?,box,sled/snowboard,snbmo09_box-cb4b,3.0,snbmo09125,4,,train
14224,betal18,What is a surprising use for a ROPE?,rope,dog leash,betal18_rope-2c37,1.5,betal182019,,21.0,train
14225,motesf,What is a surprising use for a HAT?,hat,You can make it into a dog hat so the dog can wear it.,motesf_hat-38a2,2.4,motesf4c56,6,,train
14226,motesf,What is a surprising use for a SPOON?,spoon,make it into a tree,motesf_spoon-5135,3.6,motesf72b3,3,,train
14227,snbmo09,What is a surprising use for a BOX?,box,hold your shoes,snbmo09_box-130b,1.0,snbmo0953,2,,train
14228,dod20,What is a surprising use for a SHOVEL?,shovel,to make a garden with,dod20_shovel-ac14,2.0,dod2038,4,,train
14229,betal18,What is a surprising use for a ROPE?,rope,as a hand warmer,betal18_rope-69b3,2.7,betal182013,,,train
14230,motesf,What is a surprising use for a PENCIL?,pencil,you can use it as a slingshot,motesf_pencil-9255,2.7,motesfb1a5,1,,train
14231,hmsl,What is a surprising use for a BRICK?,brick,make a driveway or a walkway,hmsl_brick-b8f2,1.2,hmslan58NLsL,7.0,,train
14232,setal08,What is a surprising use for a KNIFE?,knife,kill a bug,setal08_knife-12d9,1.0,setal08167,3.0,,train
14233,setal08,What is a surprising use for a KNIFE?,knife,for harm toward something or someone,setal08_knife-60df,1.0,setal08113,4.0,,train
14234,bs12,What is a surprising use for a BRICK?,brick,put the on a sheet of paper; spray painting to create lines and art,bs12_brick-7922,2.2,bs124,,,train
14235,setal08,What is a surprising use for a BRICK?,brick,stationary purposes,setal08_brick-b5fb,2.3,setal08126,14.0,,train
14236,dod20,What is a surprising use for a TIRE?,tire,for bike,dod20_tire-8126,1.0,dod209,0,,train
14237,snb17,What is a surprising use for a BOX?,box,A table,snb17_box-6038,1.3,snb17154,,,train
14238,motesf,What is a surprising use for a SOCK?,sock,for a plushie,motesf_sock-aa42,3.0,motesfffd5,2,,train
14239,hmsl,What is a surprising use for a BRICK?,brick,Build cooking pit,hmsl_brick-a0e8,1.5,hmslNec6FWr4,2.0,,train
14240,dod20,What is a surprising use for a TIRE?,tire,projectile,dod20_tire-e2db,3.2,dod2060,2,,train
14241,setal08,What is a surprising use for a KNIFE?,knife,spatualla,setal08_knife-63ce,1.7,setal08150,11.0,,train
14242,snb17,What is a surprising use for a BOX?,box,fish tank,snb17_box-f411,2.3,snb1718,,,train
14243,dod20,What is a surprising use for a ROPE?,rope,blindfold,dod20_rope-deda,3.8,dod2060,6,,train
14244,betal18,What is a surprising use for a BOX?,box,armor,betal18_box-fe1d,2.0,betal182006,,7.0,train
14245,setal08,What is a surprising use for a BRICK?,brick,play football/ basketball/ sports,setal08_brick-f834,2.0,setal0827,2.0,,train
14246,bs12,What is a surprising use for a BRICK?,brick,table,bs12_brick-8792,1.6,bs1215,,18.0,train
14247,dod20,What is a surprising use for a ROPE?,rope,fixing something,dod20_rope-c6bc,2.3,dod2064,1,,train
14248,setal08,What is a surprising use for a KNIFE?,knife,throwing at targets,setal08_knife-5092,1.7,setal0855,6.0,,train
14249,dod20,What is a surprising use for PANTS?,pants,hang,dod20_pants-20f7,1.3,dod2022,5,,train
14250,hmsl,What is a surprising use for a BRICK?,brick,be used as a stepping stool,hmsl_brick-8956,2.0,hmsl8xBSw388,4.0,,train
14251,snb17,What is a surprising use for a ROPE?,rope,a swing set in the bedroom,snb17_rope-d254,2.0,snb1719,,,train
14252,betal18,What is a surprising use for a BOX?,box,Sign material,betal18_box-c2b7,1.3,betal182104,,,train
14253,snbmo09,What is a surprising use for a BRICK?,brick,chopping in half,snbmo09_brick-dd5d,2.0,snbmo0987,6,,train
14254,snbmo09,What is a surprising use for a KNIFE?,knife,to throw like darts,snbmo09_knife-6a18,1.5,snbmo09117,3,,train
14255,snbmo09,What is a surprising use for a BOX?,box,use it to transport things,snbmo09_box-4dee,1.0,snbmo09148,2,,train
14256,snbmo09,What is a surprising use for a KNIFE?,knife,pen,snbmo09_knife-408f,2.6,snbmo0959,2,4.0,train
14257,motesf,What is a surprising use for a BOTTLE?,bottle,put fins on it and poke holes and fill it with water to make a nuke.,motesf_bottle-17de,3.9,motesf6cdd,3,,train
14258,dod20,What is a surprising use for a TIRE?,tire,a weapon,dod20_tire-23f5,3.2,dod2072,0,,train
14259,dod20,What is a surprising use for a SHOE?,shoe,hang on a tree,dod20_shoe-de2f,3.3,dod2078,4,,train
14260,dod20,What is a surprising use for a TABLE?,table,block an entryway,dod20_table-5a7d,3.5,dod2036,5,,train
14261,hmsl,What is a surprising use for a BRICK?,brick,Hold a window open,hmsl_brick-1e67,1.8,hmsl2nxx6Yf9,1.0,,train
14262,dod20,What is a surprising use for a TIRE?,tire,chip it up and use for the floor of a playground,dod20_tire-256a,2.7,dod2071,6,,train
14263,snb17,What is a surprising use for a ROPE?,rope,Make it into a purse or hat,snb17_rope-2e66,1.7,snb1711,,,train
14264,snb17,What is a surprising use for a ROPE?,rope,to help you climb up and down something,snb17_rope-8f2b,1.3,snb1751,,,train
14265,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,to hold a bookmark,hmsl_paperclip-758a,2.0,hmslB58NwC54,3.0,,train
14266,betal18,What is a surprising use for a BOX?,box,craft supplies,betal18_box-f988,1.3,betal182089,,,train
14267,snbmo09,What is a surprising use for a BOX?,box,recycle,snbmo09_box-85c7,1.5,snbmo0974,4,,train
14268,setal08,What is a surprising use for a BRICK?,brick,seat around a campfire,setal08_brick-d331,1.7,setal08225,6.0,,train
14269,dod20,What is a surprising use for a BOOK?,book,collecting,dod20_book-4f42,2.0,dod2068,5,,train
14270,setal08,What is a surprising use for a KNIFE?,knife,scrape something off,setal08_knife-737a,1.0,setal08138,3.0,,train
14271,hmsl,What is a surprising use for a BRICK?,brick,Counter-weight for a pulley system,hmsl_brick-581e,2.7,hmslnt3hH1X4,6.0,,train
14272,setal08,What is a surprising use for a BRICK?,brick,paintings,setal08_brick-c3bf,1.7,setal08148,14.0,,train
14273,betal18,What is a surprising use for a ROPE?,rope,use it to represent cords of muscle in a sculpture,betal18_rope-f741,4.4,betal182046,,,train
14274,dod20,What is a surprising use for a SHOE?,shoe,store socks,dod20_shoe-2c5d,2.5,dod2032,1,,train
14275,dod20,What is a surprising use for a BOOK?,book,random word generator,dod20_book-3ed0,2.5,dod2054,5,,train
14276,bs12,What is a surprising use for a BRICK?,brick,bug killer (like a fly swatter),bs12_brick-6e72,1.8,bs12107,,,train
14277,snbmo09,What is a surprising use for a BOX?,box,cut it up an make a costume,snbmo09_box-5861,2.5,snbmo0919,3,,train
14278,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Pick Locks,hmsl_paperclip-65ca,2.2,hmsliVOZgWb9,2.0,,train
14279,hmsl,What is a surprising use for a BRICK?,brick,HAULTHEM,hmsl_brick-17b0,1.0,hmslBB3KJdhl,8.0,,train
14280,snb17,What is a surprising use for a ROPE?,rope,use as a device to keep children in a line they hold on to the,snb17_rope-6da4,2.3,snb1767,,,train
14281,dod20,What is a surprising use for a FORK?,fork,scooper,dod20_fork-c887,1.7,dod2053,5,,train
14282,dod20,What is a surprising use for a BOTTLE?,bottle,bowling ball - it sorta rolls,dod20_bottle-0954,4.0,dod2071,5,,train
14283,snbmo09,What is a surprising use for a KNIFE?,knife,an accessory,snbmo09_knife-142c,2.0,snbmo0967,5,,train
14284,dod20,What is a surprising use for a BRICK?,brick,to build,dod20_brick-017c,1.3,dod2025,0,,train
14285,snbmo09,What is a surprising use for a BRICK?,brick,defense tool,snbmo09_brick-3953,1.5,snbmo09108,2,,train
14286,dod20,What is a surprising use for a BOTTLE?,bottle,rain catcher,dod20_bottle-8f25,2.3,dod201,1,,train
14287,dod20,What is a surprising use for a ROPE?,rope,hand restraint,dod20_rope-7ccf,2.5,dod2091,5,,train
14288,setal08,What is a surprising use for a BRICK?,brick,can write a song about it,setal08_brick-87c2,3.0,setal08102,9.0,,train
14289,bs12,What is a surprising use for a BRICK?,brick,you can use it for a fire place,bs12_brick-2d87,1.0,bs1230,,,train
14290,motesf,What is a surprising use for a BOTTLE?,bottle,"a baseball bat but people's heads are baseballs, especially if it's a glass bottle",motesf_bottle-c284,3.0,motesf53c3,8,,train
14291,hmsl,What is a surprising use for a BRICK?,brick,As a step,hmsl_brick-af52,1.5,hmslH0S1Pt9i,8.0,,train
14292,setal08,What is a surprising use for a BRICK?,brick,baseball base,setal08_brick-39cf,2.3,setal08213,3.0,,train
14293,setal08,What is a surprising use for a BRICK?,brick,holding down something light- weight,setal08_brick-d8bb,1.3,setal0814,3.0,,train
14294,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,chain necklaces,hmsl_paperclip-bde9,2.2,hmsly5XIy25u,6.0,,train
14295,snbmo09,What is a surprising use for a KNIFE?,knife,shape pottery,snbmo09_knife-cb20,1.8,snbmo0956,7,,train
14296,snbmo09,What is a surprising use for a BRICK?,brick,using them as legos,snbmo09_brick-9aec,3.5,snbmo0914,2,,train
14297,dod20,What is a surprising use for a TIRE?,tire,run with it for exercise,dod20_tire-16de,2.5,dod2092,2,,train
14298,snb17,What is a surprising use for a ROPE?,rope,maybe use it to climb my way out of class,snb17_rope-dbd6,2.7,snb1738,,,train
14299,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Fold it for Art,hmsl_paperclip-8848,2.3,hmsl3vBR15MO,4.0,,train
14300,dod20,What is a surprising use for a BOOK?,book,weight,dod20_book-1331,2.7,dod206,6,9.0,train
14301,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,toenail cleaner,hmsl_paperclip-6c21,2.5,hmsl7uS4dhoU,5.0,2.0,train
14302,motesf,What is a surprising use for a BOTTLE?,bottle,make a nightlight,motesf_bottle-20fb,3.6,motesff9b9,6,,train
14303,dod20,What is a surprising use for a BOTTLE?,bottle,jewelry,dod20_bottle-7e93,3.5,dod2044,4,,train
14304,dod20,What is a surprising use for a BOOK?,book,club,dod20_book-9b30,2.7,dod2056,8,,train
14305,snbmo09,What is a surprising use for a BOX?,box,put a bunch together and make your apartment out of boxes,snbmo09_box-e16d,2.8,snbmo09166,5,,train
14306,snb17,What is a surprising use for a ROPE?,rope,to gather cords together,snb17_rope-7e35,1.7,snb1751,,,train
14307,motesf,What is a surprising use for a BALL?,ball,cut into little strips and its spaghetti,motesf_ball-3d8e,4.4,motesf0a09,7,,train
14308,dod20,What is a surprising use for a SHOE?,shoe,to use as a tool,dod20_shoe-7de0,3.0,dod2051,1,,train
14309,hmsl,What is a surprising use for a BRICK?,brick,Bench for Barbie dolls,hmsl_brick-f55a,4.3,hmslrcjJj04f,4.0,,train
14310,motesp,What is a surprising use for a BACKPACK?,backpack,I would cut it and make into a dress. ,motesp-g1_backpack-9RH,4.3,9RH,,,train
14311,motesf,What is a surprising use for a SOCK?,sock,to rip it,motesf_sock-8e61,1.9,motesf65b9,4,,train
14312,snbmo09,What is a surprising use for a BRICK?,brick,to stop that crazy road runner for that slow coyote,snbmo09_brick-904e,3.3,snbmo0918,6,,train
14313,hmsl,What is a surprising use for a BRICK?,brick,flooring,hmsl_brick-0aef,1.0,hmsl4evEspH2,8.0,,train
14314,snb17,What is a surprising use for a BOX?,box,Use it as a sled for snow,snb17_box-75fa,1.3,snb17106,,,train
14315,setal08,What is a surprising use for a KNIFE?,knife,paddle,setal08_knife-9719,2.3,setal0820,2.0,,train
14316,motesf,What is a surprising use for a PENCIL?,pencil,A surprising use for a pencil is to play fetch with your dog.,motesf_pencil-e1f4,3.6,motesf4f6f,4,,train
14317,dod20,What is a surprising use for a SHOE?,shoe,"putting small objects, when keeping in showcase",dod20_shoe-c14a,3.0,dod2040,1,,train
14318,snbmo09,What is a surprising use for a BRICK?,brick,"if in a plane cabin that needs to relieve its pressure, you can use the brick to break a window",snbmo09_brick-9621,2.5,snbmo09193,3,,train
14319,dod20,What is a surprising use for a TIRE?,tire,car spare,dod20_tire-dd68,1.0,dod2026,0,,train
14320,setal08,What is a surprising use for a BRICK?,brick,"use as a substitute while lifting ""weights""",setal08_brick-23ef,1.7,setal08167,4.0,,train
14321,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,You could paint different colors on a white light bulb and then turn it on.,motesf_lightbulb-0bee,2.7,motesf9be4,4,,train
14322,motesf,What is a surprising use for a PENCIL?,pencil,you can use as an airplane and paint the tip and color it to make a rainbow.,motesf_pencil-7c34,4.1,motesfa3f3,8,,train
14323,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,"take the bottom off, and now you have a weird-shaped cup.",motesf_lightbulb-69fe,3.6,motesf0252,3,,train
14324,motesp,What is a surprising use for a HAT?,hat,Fill the hat with some icing and tissues and clay then give it to them when they put it on the will get a little suprise on their hair.,motesp-g1_hat-13OO,4.3,13OO,,,train
14325,dod20,What is a surprising use for a BOTTLE?,bottle,to drink liquor,dod20_bottle-5d89,1.0,dod2025,2,,train
14326,motesf,What is a surprising use for a SPOON?,spoon,to bend it then you use it,motesf_spoon-6972,2.4,motesf69ad,5,,train
14327,motesf,What is a surprising use for a SOCK?,sock,to plant plants in it,motesf_sock-dd90,3.9,motesf6faa,8,,train
14328,snb17,What is a surprising use for a ROPE?,rope,An arm or leg accessory,snb17_rope-b7d9,1.0,snb1713,,,train
14329,motesf,What is a surprising use for a PENCIL?,pencil,to eat it,motesf_pencil-3564,3.0,motesf0e01,6,,train
14330,dod20,What is a surprising use for a TIRE?,tire,use as a bed for a dog,dod20_tire-6641,3.5,dod2092,0,,train
14331,motesf,What is a surprising use for a SPOON?,spoon,you could stick two more and it will double the food that you are eating by having 3 spoons.,motesf_spoon-738c,2.1,motesf8efb,2,,train
14332,betal18,What is a surprising use for a BOX?,box,rain hat,betal18_box-5782,1.6,betal182122,,,train
14333,dod20,What is a surprising use for a SHOE?,shoe,hit someone on head with,dod20_shoe-01a4,3.0,dod2062,1,,train
14334,betal18,What is a surprising use for a BOX?,box,A poor person TV stand,betal18_box-e140,1.9,betal182078,,,train
14335,snbmo09,What is a surprising use for a BOX?,box,deconstructed and made into skirt if it were cardboard (or make a shirt),snbmo09_box-617b,2.5,snbmo09174,3,,train
14336,motesf,What is a surprising use for a TOOTHBRUSH?,toothbrush,You could clean the bathroom floor (for example),motesf_toothbrush-5cb3,2.7,motesfd09b,6,,train
14337,motesp,What is a surprising use for a TOOTHBRUSH?,toothbrush,I could take the brushes out heat it up and add some chalk in it and there a pen!,motesp-g1_toothbrush-13OO,3.9,13OO,,,train
14338,dod20,What is a surprising use for a BOOK?,book,give an enemy many paper cuts,dod20_book-4ed7,4.7,dod2075,3,,train
14339,bs12,What is a surprising use for a BRICK?,brick,it can be put behind a car's wheel to prevent it from going down the hill,bs12_brick-7b72,1.0,bs1234,,,train
14340,betal18,What is a surprising use for a ROPE?,rope,get garbage out of a dangerous place for you to go to,betal18_rope-55b3,2.4,betal182072,,,train
14341,snb17,What is a surprising use for a ROPE?,rope,use it to tie a bouquet of flowers together,snb17_rope-86c4,2.3,snb1780,,,train
14342,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Poke a hole in something,hmsl_paperclip-76de,1.7,hmsltt22103X,5.0,,train
14343,snb17,What is a surprising use for a ROPE?,rope,Roping your rump,snb17_rope-c84f,1.3,snb1732,,,train
14344,dod20,What is a surprising use for a BOOK?,book,making a splash in a pool,dod20_book-d413,3.5,dod2062,12,,train
14345,motesf,What is a surprising use for a SPOON?,spoon,to bend it,motesf_spoon-f006,2.7,motesf3946,2,2.0,train
14346,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Uncoil it to use as a tooth pick,hmsl_paperclip-49ef,2.0,hmslAjzQ485d,1.0,,train
14347,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,a laser,motesf_lightbulb-c455,2.8,motesfc0c7,6,2.0,train
14348,snb17,What is a surprising use for a ROPE?,rope,to climb things,snb17_rope-0a3b,1.3,snb1737,,,train
14349,snb17,What is a surprising use for a BOX?,box,you could use it as a unique canvas for painting,snb17_box-17d7,2.0,snb1747,,,train
14350,snb17,What is a surprising use for a BOX?,box,building,snb17_box-04b4,1.2,snb1763,,3.0,train
14351,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,you can color it and it can be a colorful light.,motesf_lightbulb-2846,2.7,motesf8efb,3,,train
14352,setal08,What is a surprising use for a BRICK?,brick,as a weight- to hold something down,setal08_brick-a57b,1.3,setal0896,1.0,,train
14353,betal18,What is a surprising use for a ROPE?,rope,to measure your arm,betal18_rope-66e4,1.9,betal182113,,,train
14354,snbmo09,What is a surprising use for a BOX?,box,use it as a toy for a child,snbmo09_box-c20f,1.5,snbmo09109,5,,train
14355,dod20,What is a surprising use for PANTS?,pants,clothing,dod20_pants-8cc5,1.0,dod2035,3,6.0,train
14356,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,binder clip,hmsl_paperclip-17e8,1.0,hmsl25D5c5m2,7.0,,train
14357,motesf,What is a surprising use for a HAT?,hat,to make into a mask,motesf_hat-db30,3.3,motesf4e73,4,,train
14358,bs12,What is a surprising use for a BRICK?,brick,can destroy someone's car,bs12_brick-7f49,1.0,bs1299,,,train
14359,dod20,What is a surprising use for a FORK?,fork,poke someone with it,dod20_fork-1316,2.8,dod2069,0,,train
